Vessel Code,Vessel name
430122,Indopacific Mya
304223,Indopacific Pari
334341,Indopacific Allegra
439884,Indopacific Punit
391733,Indopacific Kalimantan
452064,Indopacific Hanna
432559,Indopacific Nitnirund
342986,Indopacific Monarch
434168,Indopacific Das
303136,Indopacific Sonority
332226,Indopacific Antigua
392882,Indopacific Arjuna
367906,Indopacific Puni
360714,Indopacific Jaguar
317516,Indopacific Zhe
448803,Indopacific Mahakali
417351,Indopacific Magister
493446,Indopacific Conrad
385058,Indopacific James
340604,Indopacific Jake
440767,Indopacific Regalia
491943,Indopacific Bo
399845,Indopacific Butterfly
434587,Indopacific Manisha
477600,Indopacific Justice
304898,Indopacific Gratitude
464806,Indopacific Venus
422402,Indopacific Everglades
381368,Indopacific Chemi
400197,Indopacific Heart
369975,Indopacific Warrior
393759,Indopacific Queens
414743,Indopacific Heather
306694,Indopacific Maru
446453,Indopacific Sonatina
465957,Indopacific Li
493038,Indopacific Dream
349101,Indopacific Glory
354023,Indopacific Oxpecker
495286,Indopacific Enshi
439795,Indopacific Atlas
414594,Indopacific Mardan
457374,Indopacific Japan
367690,Indopacific Pansy
349764,Indopacific Exceed
334599,Indopacific Liberty
315901,Indopacific Genuine
326317,Indopacific Bridge
387489,Indopacific Queen
498381,Indopacific California
436907,Indopacific Ilex
367579,Indopacific Convoy
425525,Indopacific Xiang
355136,Indopacific Qamar
322536,Indopacific Serenity
418321,Indopacific One
428819,Prime Suparna
329007,Prime Hebei
438224,Prime Mare
336991,Prime Apatite
496444,Prime Badrinath
346944,Prime Joan
494316,Prime Leah
335122,Prime Farha
459223,Prime Yosemite
443231,Prime Pacific
319307,Prime Abdul
454721,Prime Parvati
337015,Prime Priyanka
357521,Prime Fortitude
401402,Prime Thetis
382104,Universal Kefalonia
368541,Universal Balu
469230,Universal Jubilee
436472,Universal Praise
480863,Universal Callao
434382,Universal Ginkgo
354739,Universal Lombard
467861,Universal Maya
347177,Universal Frontier
341820,Universal He
324571,Universal Resolve
474877,Universal Aaron
394861,Universal Orchid
491071,Universal Treasure
320287,Universal Rhea
470683,Universal Amisha
456034,Universal India
416370,Universal Bosphorus
454114,Universal Integrity
370295,Universal Bay
323915,Universal Nerium
413833,Universal Margaux
386752,Universal Royal
432361,Universal May
381184,Universal Quang
329867,Universal Kuta
316057,Universal Youth
488173,Universal Wasp
366654,Universal Progress
480289,Universal Mary
469344,Universal Ensenada
378951,Universal Perkasa
461551,Universal Akshay
433427,Universal Lindy
352062,Universal Ruby
404980,Universal Tulip
318693,Universal Ortakoy
331811,Universal Toni
387287,Universal Constantine
310194,Universal Blackbird
421096,Universal Swift
491708,Universal Bhavishya
489351,Universal Draco
354695,Universal Castor
431046,Universal Life
429859,Universal Alix
422941,Universal Ghadah
371346,Universal Century
409503,Universal Majestic
394203,Universal Dwarka
346787,Universal Toucan
497015,Universal Agrajatra
315425,Universal Dulce
312819,Universal China
437720,Universal Cape
318090,Universal Leena
432807,Universal Brittany
354686,Universal Acton
447156,Universal Respect
309757,Universal Maha
438344,Universal Tembu
356975,Universal Piper
399082,Universal Ibuki
424783,Universal Stratus
355829,Universal Neptune
477306,Universal Viola
394912,Universal Resonance
303502,Universal Winnie
369533,Universal Planet
467488,Universal Sakhawat
313406,Universal Kate
385252,Universal Knight
398972,Universal Hornbill
444794,Universal Prime
386002,Universal Guide
356537,Karachi Capital
389141,Karachi Punjab
435820,Karachi Mang
445530,Karachi Trans
306617,Karachi Pak
396127,Karachi Seher
438775,Karachi Lahor
368725,Karachi Peshawar
392644,Karachi Multan
399607,Karachi Rawalpindi
328770,Karachi Khyber
487140,Karachi Kush
498278,Karachi Thar
430571,Sindh Torex
380648,Indus Orcinus
348716,Taprobane Sibi
358950,Taprobane Multan
