PK,Order No,Customer ID,Vessel Code,SR Code,Product Code,Port Code,Invoice Date,Sales (USD),QTY,COGS (USD),MC1 (USD)
31050,I30047755,5869490,388292,IND2,47625,FREEPT,26-04-2024,135.12,20,-42.91,92.21
31051,I30042028,5869490,328488,IND2,56633,FUJAIR,11-08-2023,135.12,25,-54.25,80.87
31052,I30048834,5776517,376591,IND1,47625,BEAUMT,21-05-2024,135.12,20,-42.22,92.9
31053,I30049080,5776517,333825,IND1,47625,FREEPT,29-05-2024,135.12,20,-42.12,93
31054,I30049602,5869490,336098,IND2,47625,NINGBO,02-07-2024,135.12,20,-18.37,116.75
31055,I30041807,5869490,460974,IND2,22299,TUZLAA,17-08-2023,135.14,25,-38.78,96.36
31056,I30043279,5869490,314847,IND2,29738,VADINA,10-10-2023,135.14,25,-32.46,102.68
31057,S520020623,5996715,358950,SLK1,16773,COLOMB,17-02-2020,135.16,25,-45.25,89.91
31058,I30039460,5882690,495042,IND3,46269,ANTWRP,08-05-2023,135.16,2,-26.22,108.94
31059,I30029439,5973370,329867,IND1,38694,TAICNG,10-09-2021,135.17,25,-29.81,105.36
31060,I30030354,5949850,455574,IND1,14907,CORPUS,31-10-2021,135.17,50,-42.97,92.2
31061,B20060788,5026940,367286,BGD1,38694,BILBAO,11-11-2025,135.17,25,-28.66,106.51
31062,S10201887,5882690,340898,IND3,51918,MOERDK,08-02-2023,135.18,75,-64.99,70.19
31063,I30038739,5882690,478924,IND3,51918,SINGAP,07-04-2023,135.18,75,-65.32,69.86
31064,I30033533,5949850,330211,IND1,56633,TUTUNC,15-06-2022,135.19,50,-49.32,85.87
31065,I30029331,5920605,418137,IND3,38694,GIBRAL,06-09-2021,135.2,25,-42.37,92.83
31066,I30028969,5920605,305486,IND3,38694,GIBRAL,12-08-2021,135.2,25,-43.32,91.88
31067,I30050770,5882690,452946,IND3,28208,FUJAIR,05-08-2024,135.22,36,-60.81,74.41
31068,I30044413,5973370,488173,IND1,27772,FUJAIR,28-11-2023,135.25,50,-45.11,90.14
31069,B20040897,5026940,367286,BGD1,27772,SINGAP,05-07-2023,135.25,50,-47.91,87.34
31070,I30043427,5882690,495042,IND3,28208,SUEZPT,16-10-2023,135.25,36,-71.21,64.04
31071,I30043796,5882690,497066,IND3,28208,NANSHA,07-11-2023,135.25,36,-71.37,63.88
31072,I30044294,5882690,327989,IND3,28208,SINGAP,26-12-2023,135.25,36,-73.53,61.72
31073,I30019958,5869490,429596,IND2,48845,JIANGZ,17-01-2020,135.27,25,-52.88,82.39
31074,I30042057,5882690,390984,IND3,24216,STADEE,17-08-2023,135.27,50,-57.95,77.32
31075,B20043935,5026940,495905,BGD1,86172,RIGAAA,22-11-2023,135.29,2,-23.63,111.66
31076,I30040476,5869490,460339,IND2,78045,SINGAP,20-07-2023,135.3,50,-54.23,81.07
31077,I30039021,5920605,368952,IND3,38694,BALBOA,20-04-2023,135.3,25,-37.21,98.09
31078,I30047153,5776517,443872,IND1,85634,HOUSTN,14-03-2024,135.3,25,-72.37,62.93
31079,I30037371,5776517,333825,IND1,78045,GIBRAL,14-02-2023,135.3,50,-77.95,57.35
31080,I30037219,5794100,330326,IND2,78045,FUJAIR,25-01-2023,135.3,50,-51.24,84.06
31081,I30041618,5869490,307739,IND2,78045,HONGKG,28-07-2023,135.3,50,-57.43,77.87
31082,B20047254,5041794,482005,BGD1,15047,HOUSTN,20-03-2024,135.3,25,-40.85,94.45
31083,I30054535,5973370,409503,IND1,48641,SINGAP,31-01-2025,135.32,2,-7.88,127.44
31084,I30054139,5055019,423696,IND1,48641,SINGAP,20-01-2025,135.32,2,-7.89,127.43
31085,I30060898,5749961,379129,IND3,27772,FUJAIR,20-11-2025,135.33,50,-44.87,90.46
31086,I30057857,5949850,374914,IND1,44992,YALOVA,28-07-2025,135.34,2,-23.74,111.6
31087,I30038641,5973370,394203,IND1,15047,SINGAP,18-04-2023,135.37,25,-45.72,89.65
31088,I30053702,5973370,324571,IND1,15047,ALGECI,20-12-2024,135.37,25,-35.75,99.62
31089,I30053738,5552441,303109,IND1,47625,BALBOA,27-12-2024,135.38,20,-47.49,87.89
31090,I30030225,5949850,433148,IND1,28208,GALVES,21-10-2021,135.38,36,-54.13,81.25
31091,I30050733,5172968,378406,IND2,30126,HOUSTN,08-08-2024,135.38,25,-40.37,95.01
31092,I30057621,5973370,424783,IND1,26542,KANDLA,16-06-2025,135.39,1,-10.29,125.1
31093,I30058452,5973370,313406,IND1,26542,RICBAY,17-07-2025,135.39,1,-10.39,125
31094,I30033456,5776517,384387,IND1,48641,SINGAP,14-06-2022,135.4,3,-9.36,126.04
31095,I30035063,5776517,486215,IND1,48641,SINGAP,07-10-2022,135.4,3,-8.81,126.59
31096,I30036406,5869490,392928,IND2,48641,FUJAIR,08-12-2022,135.4,3,-13.89,121.51
31097,I30034194,5869490,340039,IND2,48641,SINGAP,27-07-2022,135.4,3,-9.41,125.99
31098,I30035242,5869490,309965,IND2,48641,FUJAIR,04-10-2022,135.4,3,-13.89,121.51
31099,I30034818,5869490,383242,IND2,48641,PRTSID,12-09-2022,135.4,3,-10.91,124.49
31100,I30035059,5869490,357262,IND2,48641,SINGAP,11-10-2022,135.4,3,-8.77,126.63
31101,I30036822,5869490,309965,IND2,48641,FUJAIR,05-01-2023,135.4,3,-13.89,121.51
31102,I30035986,5869490,395861,IND2,48641,HOUSTN,16-11-2022,135.4,3,-18.84,116.56
31103,I30030479,5949850,367906,IND1,37011,AMSTDM,11-11-2021,135.41,2,-43.1,92.31
31104,I30032068,5949850,463828,IND1,85629,DAESAN,04-03-2022,135.41,25,-40.91,94.5
31105,I30030088,5949850,314533,IND1,37011,ANTWRP,15-10-2021,135.41,2,-49.93,85.48
31106,I30059247,5973370,354739,IND1,47625,ZHOUSH,08-09-2025,135.44,20,-42.58,92.86
31107,I30047640,5869490,378970,IND2,15166,SINGAP,03-04-2024,135.45,1,-6.95,128.5
31108,I30056219,5869490,314114,IND2,48641,TARRAG,15-04-2025,135.46,2,-24.3,111.16
31109,I30053786,5798892,323093,IND2,48641,TIAXIN,09-01-2025,135.46,2,-27.25,108.21
31110,I30053786,5798892,323093,IND2,48641,TIAXIN,28-04-2025,135.46,2,0,135.46
31111,B20043935,5026940,495905,BGD1,44992,RIGAAA,22-11-2023,135.48,2,-24.35,111.13
31112,I30026453,5869490,399028,IND2,38694,SINGAP,28-02-2021,135.5,50,-56.33,79.17
31113,I30026469,5869490,340015,IND2,38694,SINGAP,24-02-2021,135.5,50,-55.95,79.55
31114,I30030318,5869490,314847,IND2,38694,ULSANN,09-11-2021,135.5,50,-45.65,89.85
31115,I30028859,5766763,484495,IND2,38694,DUBAIY,22-07-2021,135.5,50,-52.66,82.84
31116,I30026654,5869490,432853,IND2,38694,MAASVL,02-03-2021,135.5,50,-54.69,80.81
31117,I30026597,5869490,367691,IND2,38694,SUEZPT,22-02-2021,135.5,50,-58.04,77.46
31118,I30029289,5869490,363533,IND2,38694,FREEPT,23-08-2021,135.5,50,-52.78,82.72
31119,I30029238,5869490,390162,IND2,38694,YOSUOO,23-08-2021,135.5,50,-46.81,88.69
31120,I30049836,5882690,417109,IND3,28208,VIANAC,30-06-2024,135.5,24,-39.87,95.63
31121,I30029663,5869490,469496,IND2,38694,SUEZCL,17-09-2021,135.5,50,-51.72,83.78
31122,I30026179,5869490,318712,IND2,38694,CHALMT,22-01-2021,135.5,50,-61.92,73.58
31123,I30026409,5776517,376363,IND1,38694,ONSANN,09-02-2021,135.5,50,-50.23,85.27
31124,I30053611,5882690,442785,IND3,28208,YINGKO,20-12-2024,135.5,24,-36.8,98.7
31125,I30027678,5776517,302190,IND1,38694,HOUSTN,30-04-2021,135.5,50,-52.85,82.65
31126,I30027048,5869490,480366,IND2,38694,SINGAP,08-04-2021,135.5,50,-52.93,82.57
31127,I30029891,5869490,309965,IND2,38694,FUJAIR,30-09-2021,135.5,50,-52.2,83.3
31128,I30026936,5869490,499947,IND2,38694,SINGAP,08-04-2021,135.5,50,-52.9,82.6
31129,I30028523,5869490,340039,IND2,38694,SINGAP,02-07-2021,135.5,50,-52.75,82.75
31130,I30030516,5800581,350973,IND2,38694,MINASQ,15-11-2021,135.5,50,-52.27,83.23
31131,I30029224,5869490,314114,IND2,38694,HOUSTN,23-08-2021,135.5,50,-52.78,82.72
31132,I30030546,5869490,349090,IND2,38694,SINGAP,16-11-2021,135.5,50,-48.4,87.1
31133,I30029049,5869490,302987,IND2,38694,FUJAIR,02-08-2021,135.5,50,-52.95,82.55
31134,I30029236,5869490,315366,IND2,38694,ONSANN,24-08-2021,135.5,50,-47.2,88.3
31135,I30028702,5776517,308439,IND1,38694,SINGAP,22-07-2021,135.5,50,-55.26,80.24
31136,I30030548,5869490,401337,IND2,38694,MAASVL,15-11-2021,135.5,50,-54.39,81.11
31137,I30030614,5869490,383242,IND2,38694,CHONGM,08-12-2021,135.5,50,-58.86,76.64
31138,I30051167,5882690,442785,IND3,28208,ZHANJI,06-09-2024,135.5,24,-43.79,91.71
31139,I30028167,5776517,488768,IND1,38694,NEWORL,15-06-2021,135.5,50,-51.39,84.11
31140,I30028174,5776517,443872,IND1,38694,HOUSTN,21-06-2021,135.5,50,-50.05,85.45
31141,I30030637,5869490,410493,IND2,38694,FUJAIR,22-11-2021,135.5,50,-52.4,83.1
31142,I30030427,5869490,388292,IND2,38694,PRTART,23-11-2021,135.5,50,-53.57,81.93
31143,I30028478,5869490,385451,IND2,38694,YOSUOO,30-06-2021,135.5,50,-59.71,75.79
31144,I30028537,5869490,420950,IND2,38694,PRTART,30-06-2021,135.5,50,-50.05,85.45
31145,I30029817,5869490,406456,IND2,38694,BALBOA,29-09-2021,135.5,50,-53.11,82.39
31146,I30029667,5869490,347450,IND2,38694,SINGAP,30-09-2021,135.5,50,-68.79,66.71
31147,I30026731,5869490,363442,IND2,38694,ULSANN,05-03-2021,135.5,50,-50.84,84.66
31148,I30027186,5869490,347450,IND2,38694,SUEZPT,27-04-2021,135.5,50,-53.51,81.99
31149,I30027226,5869490,480873,IND2,38694,SINGAP,08-04-2021,135.5,50,-52.9,82.6
31150,I30029265,5869490,395861,IND2,38694,AMSTDM,31-08-2021,135.5,50,-52.41,83.09
31151,I30023135,5949850,378290,IND1,37011,NANTON,14-07-2020,135.5,1,-26.13,109.37
31152,I30026971,5869490,346865,IND2,38694,AMSTDM,23-03-2021,135.5,50,-53.38,82.12
31153,I30029677,5869490,305145,IND2,38694,BALBOA,20-09-2021,135.5,50,-53.13,82.37
31154,I30029035,5869490,313262,IND2,38694,RICHMD,09-08-2021,135.5,50,-52.51,82.99
31155,I30027255,5869490,401337,IND2,38694,ROTTRD,22-04-2021,135.5,50,-54.5,81
31156,I30028908,5869490,303310,IND2,38694,DUBAIY,12-08-2021,135.5,50,-52.94,82.56
31157,I30027581,5869490,340039,IND2,38694,SINGAP,04-05-2021,135.5,50,-52.15,83.35
31158,I30030563,5776517,411738,IND1,38694,ROTTRD,18-11-2021,135.5,50,-53.56,81.94
31159,I30030251,5776517,400161,IND1,38694,SINGAP,25-11-2021,135.5,50,-47.15,88.35
31160,I30026718,5869490,452529,IND2,38694,SINGAP,08-03-2021,135.5,50,-55.17,80.33
31161,I30027041,5869490,363533,IND2,38694,ROTTRD,19-03-2021,135.5,50,-53.38,82.12
31162,I30027991,5869490,363442,IND2,38694,SINGAP,31-05-2021,135.5,50,-51.6,83.9
31163,I30027000,5776517,411738,IND1,38694,BUSANN,23-03-2021,135.5,50,-55.29,80.21
31164,I30026899,5869490,332150,IND2,38694,DUBAIY,12-03-2021,135.5,50,-54.66,80.84
31165,I30026843,5869490,343434,IND2,38694,ULSANN,10-03-2021,135.5,50,-50.15,85.35
31166,I30030677,5776517,443872,IND1,38694,HOUSTN,24-11-2021,135.5,50,-53.67,81.83
31167,I30030776,5776517,329710,IND1,38694,ROTTRD,06-12-2021,135.5,50,-52.9,82.6
31168,I30029975,5869490,392928,IND2,38694,FUJAIR,14-10-2021,135.5,50,-54.29,81.21
31169,I30029055,5869490,314847,IND2,38694,SINGAP,17-08-2021,135.5,50,-52.86,82.64
31170,I30027251,5869490,388843,IND2,38694,AMSTDM,15-04-2021,135.5,50,-54.13,81.37
31171,I30029309,5869490,382418,IND2,38694,SINGAP,09-09-2021,135.5,50,-60.79,74.71
31172,I30029353,5869490,468428,IND2,38694,SINGAP,06-09-2021,135.5,50,-60.77,74.73
31173,I30030533,5776517,493796,IND1,38694,HOUSTN,12-11-2021,135.5,50,-53.57,81.93
31174,I30027129,5869490,481625,IND2,38694,ROTTRD,26-03-2021,135.5,50,-52.92,82.58
31175,I30027988,5776517,329710,IND1,38694,ROTTRD,28-05-2021,135.5,50,-53.28,82.22
31176,I30029843,5869490,420950,IND2,38694,CORPUS,05-10-2021,135.5,50,-53.03,82.47
31177,I30029946,5869490,415671,IND2,38694,BUSANN,06-10-2021,135.5,50,-38.9,96.6
31178,I30028283,5776517,451077,IND1,38694,CORPUS,15-06-2021,135.5,50,-51.39,84.11
31179,I30027840,5869490,315366,IND2,38694,FUJAIR,16-05-2021,135.5,50,-52.64,82.86
31180,I30029357,5776517,331411,IND1,38694,ROTTRD,31-08-2021,135.5,50,-52.41,83.09
31181,I30027230,5869490,492101,IND2,38694,SINGAP,22-04-2021,135.5,50,-53.63,81.87
31182,I30041008,5920605,464553,IND3,47625,CRISTO,20-07-2023,135.51,20,-45.42,90.09
31183,I30040115,5869490,356219,IND2,48641,BALBOA,30-05-2023,135.51,2,-25.34,110.17
31184,I30054107,5949850,386426,IND1,78045,LEHAVR,13-01-2025,135.54,50,-39.98,95.56
31185,I30055623,5949850,499803,IND1,78045,LASPAL,12-03-2025,135.54,50,-47.99,87.55
31186,I30059493,5949850,354023,IND1,78045,FOSMER,11-09-2025,135.54,50,-39.24,96.3
31187,I30060571,5949850,369975,IND1,78045,HUELVA,29-10-2025,135.54,50,-42.07,93.47
31188,I30054667,5949850,374914,IND1,78045,LACORU,05-02-2025,135.54,50,-37.75,97.79
31189,I30060209,5949850,340604,IND1,78045,MONGST,09-10-2025,135.54,50,-46.03,89.51
31190,I30055286,5949850,386995,IND1,78045,LEHAVR,28-02-2025,135.54,50,-41.69,93.85
31191,I30061096,5949850,381368,IND1,78045,AUGSTA,24-11-2025,135.54,50,-45.98,89.56
31192,I30059888,5794100,479738,IND2,56633,YOSUOO,30-09-2025,135.55,25,-30.45,105.1
31193,I30056031,5869490,304270,IND2,56633,FANGCH,28-04-2025,135.55,25,-34.88,100.67
31194,I30057428,5869490,371334,IND2,56633,YOSUOO,05-06-2025,135.55,25,-37.65,97.9
31195,I30054311,5869490,388292,IND2,56633,TAIZHO,27-01-2025,135.55,25,-34.62,100.93
31196,I30056338,5869490,305221,IND2,56633,TEESPT,28-04-2025,135.55,25,-42.95,92.6
31197,I30056952,5869490,385451,IND2,56633,CHIBAA,26-05-2025,135.55,25,-36.59,98.96
31198,I30054445,5869490,480366,IND2,56633,DAESAN,06-02-2025,135.55,25,-27.67,107.88
31199,B20025733,5026940,356369,BGD1,16773,MINASQ,18-12-2020,135.58,25,-52.89,82.69
31200,B20023399,5026940,478015,BGD1,16773,SINGAP,12-08-2020,135.58,25,-46.6,88.98
31201,I30040483,5949850,477926,IND1,13061,ROTTRD,21-06-2023,135.6,24,-40.85,94.75
31202,I30040453,5949850,342338,IND1,13061,BARCEL,12-06-2023,135.6,24,-42.7,92.9
31203,I30041098,5949850,452064,IND1,13061,HOUSTN,17-08-2023,135.6,24,-44.71,90.89
31204,I30040228,5949850,395575,IND1,13061,HOUSTN,08-06-2023,135.6,24,-40.28,95.32
31205,I30042564,5949850,408345,IND1,13061,AMSTDM,11-09-2023,135.6,24,-41.41,94.19
31206,I30038212,5949850,334341,IND1,13061,AMSTDM,20-03-2023,135.6,24,-38.52,97.08
31207,B20056343,5026940,385172,BGD1,22299,SINGAP,08-05-2025,135.61,25,-86.49,49.12
31208,I30045768,5949850,345196,IND1,13061,ROTTRD,23-01-2024,135.61,24,-43.26,92.35
31209,I30035697,5949850,434763,IND1,13061,FUJAIR,02-11-2022,135.62,24,-36.4,99.22
31210,I30048076,5800581,312665,IND2,38694,HAZIRA,30-04-2024,135.62,25,-33.64,101.98
31211,I30035035,5949850,434587,IND1,78045,SINGAP,28-09-2022,135.63,75,-68.23,67.4
31212,S520037459,5996715,348716,SLK1,48641,SINGAP,07-04-2023,135.64,2,0,135.64
31213,S520037459,5996715,348716,SLK1,48641,SINGAP,07-03-2023,135.64,2,-7.21,128.43
31214,I30043015,5872600,309562,IND2,48641,SUEZPT,06-10-2023,135.64,2,-4.55,131.09
31215,I30043331,5052161,415233,IND1,40596,BALTMR,30-10-2023,135.65,50,-77.98,57.67
31216,I30019884,5920605,451593,IND3,38694,SINGAP,10-01-2020,135.67,25,-27.06,108.61
31217,I30057627,5227157,307205,IND2,47625,SINGAP,04-07-2025,135.67,20,-41.35,94.32
31218,I30033170,5872600,450843,IND2,26542,MUMBAI,19-05-2022,135.67,1,-9.17,126.5
31219,I30060743,5973370,474877,IND1,15047,SINGAP,04-11-2025,135.7,25,-38.84,96.86
31220,I30031010,5949850,417477,IND1,48641,KAOHSI,22-12-2021,135.7,3,-32.39,103.31
31221,I30030986,5927813,370727,IND2,48641,JEBELA,28-12-2021,135.7,3,-13.89,121.81
31222,I30039785,5949850,491984,IND1,28208,FUJAIR,15-05-2023,135.71,36,-70.42,65.29
31223,I30042358,5949850,349133,IND1,28208,SINGAP,06-09-2023,135.71,36,-68.39,67.32
31224,I30036932,5949850,407388,IND1,28208,SINGAP,25-01-2023,135.71,36,-75.72,59.99
31225,I30037328,5949850,319319,IND1,28208,SINGAP,17-02-2023,135.71,36,-67.83,67.88
31226,I30029744,5869490,429386,IND2,85629,ULSANN,30-09-2021,135.71,25,-42.47,93.24
31227,I30031745,5869490,402292,IND2,85629,ULSANN,14-03-2022,135.71,25,-50.92,84.79
31228,I30044215,5949850,342338,IND1,28208,ANTWRP,17-11-2023,135.71,36,-69.48,66.23
31229,I30042925,5949850,367906,IND1,28208,HAMBUR,25-09-2023,135.71,36,-68.75,66.96
31230,I30039959,5949850,455574,IND1,28208,HOUSTN,26-05-2023,135.71,36,-68.38,67.33
31231,I30037140,5949850,404303,IND1,28208,SINGAP,31-01-2023,135.71,36,-75.64,60.07
31232,I30039664,5949850,355132,IND1,28208,AMSTDM,15-05-2023,135.71,36,-66.81,68.9
31233,I30031136,5869490,384469,IND2,85629,ULSANN,19-01-2022,135.71,25,-44.45,91.26
31234,I30029148,5869490,440311,IND2,85629,ULSANN,20-08-2021,135.71,25,-42.41,93.3
31235,I30033367,5949850,391974,IND1,78981,SINGAP,31-05-2022,135.71,36,-42.41,93.3
31236,I30030211,5869490,426224,IND2,85629,BRISBN,25-10-2021,135.71,25,-57.81,77.9
31237,I30030422,5869490,460974,IND2,85629,YANGZH,17-12-2021,135.71,25,-45.28,90.43
31238,I30041413,5949850,391974,IND1,28208,GALVES,18-07-2023,135.71,36,-70.22,65.49
31239,I30038701,5949850,386426,IND1,28208,SINGAP,05-04-2023,135.71,36,-67.87,67.84
31240,I30037085,5949850,427664,IND1,28208,ANTWRP,19-01-2023,135.71,36,-67.51,68.2
31241,I30032564,5869490,472760,IND2,85629,ULSANN,21-04-2022,135.71,25,-49.05,86.66
31242,I30029660,5869490,389587,IND2,85629,UDDEVA,20-09-2021,135.71,25,-47.19,88.52
31243,I30042682,5949850,374914,IND1,28208,HOUSTN,15-09-2023,135.71,36,-69.45,66.26
31244,I30039101,5949850,404303,IND1,28208,SINGAP,28-04-2023,135.71,36,-62.78,72.93
31245,I30037118,5949850,386426,IND1,28208,GIBRAL,20-01-2023,135.71,36,-99.78,35.93
31246,I30039775,5949850,401073,IND1,28208,SINGAP,31-05-2023,135.71,36,-60.13,75.58
31247,I30031135,5869490,390090,IND2,85629,ULSANN,10-01-2022,135.71,25,-43.51,92.2
31248,I30034749,5949850,386426,IND1,28208,SINGAP,08-09-2022,135.72,36,-55.3,80.42
31249,I30057639,5053347,301596,IND1,48641,SINGAP,29-06-2025,135.72,2,-8.4,127.32
31250,I30027969,5138829,378601,IND2,47625,ENNORE,15-06-2021,135.73,20,-35.15,100.58
31251,I30048318,5973370,394912,IND1,78045,SINGAP,08-05-2024,135.75,50,-44.63,91.12
31252,I30047038,5973370,303502,IND1,78045,SINGAP,13-03-2024,135.75,50,-58.34,77.41
31253,I30035090,5869490,449983,IND2,36709,SINGAP,30-09-2022,135.75,25,-48.48,87.27
31254,I30051112,5973370,432807,IND1,78045,NANJIN,23-08-2024,135.75,50,-55.46,80.29
31255,I30053065,5055019,423696,IND1,78045,BUSANN,28-11-2024,135.75,50,-43.62,92.13
31256,I30046338,5122255,479438,IND1,52926,FUJAIR,13-02-2024,135.76,5,-64.41,71.35
31257,I30047612,5869490,315366,IND2,29738,SIKKAA,04-04-2024,135.76,25,-28.07,107.69
31258,I30039102,5086242,332213,IND3,58842,ALIAGA,25-04-2023,135.77,1,-19.65,116.12
31259,I30031462,5949850,491984,IND1,47625,SINGAP,17-02-2022,135.77,40,-86.24,49.53
31260,I30032565,5869490,472760,IND2,59892,ULSANN,21-04-2022,135.78,1,-35.15,100.63
31261,I30030238,5869490,300135,IND2,59892,BALBOA,25-10-2021,135.78,1,-35.66,100.12
31262,I30031138,5869490,384469,IND2,59892,ULSANN,17-01-2022,135.78,1,-29.37,106.41
31263,I30031364,5776828,436524,IND2,59892,OITAAA,31-01-2022,135.78,1,-20.96,114.82
31264,I30031137,5869490,390090,IND2,59892,ULSANN,10-01-2022,135.78,1,-29.16,106.62
31265,I30031746,5869490,402292,IND2,59892,ULSANN,14-03-2022,135.78,1,-33.91,101.87
31266,I30026279,5869490,420950,IND2,59892,CRISTO,29-01-2021,135.78,1,-35.64,100.14
31267,I30031686,5973370,469344,IND1,47625,TAICNG,15-02-2022,135.79,20,-33.94,101.85
31268,I30032259,5869490,481726,IND2,14907,SUEZPT,14-03-2022,135.8,50,-43.57,92.23
31269,I30031914,5869490,485216,IND2,14907,SAGUNT,21-02-2022,135.8,50,-43.34,92.46
31270,I30032725,5869490,391539,IND2,14907,ALGECI,27-04-2022,135.8,50,-41.53,94.27
31271,I30036635,5869490,431856,IND2,47625,BALBOA,27-12-2022,135.8,20,-40.41,95.39
31272,I30032117,5869490,359522,IND2,14907,ZONGUL,07-03-2022,135.8,50,-3.58,132.22
31273,I30033779,5776517,463010,IND1,47625,DURBAN,20-07-2022,135.8,20,-37.04,98.76
31274,I30037933,5920605,416235,IND3,29872,VISAKH,28-02-2023,135.82,1,-5.14,130.68
31275,I30059489,5949850,354023,IND1,48641,FOSMER,11-09-2025,135.82,2,-21.41,114.41
31276,I30050072,5949850,332226,IND1,48641,ONSANN,17-07-2024,135.82,2,-18.4,117.42
31277,I30058876,5949850,417119,IND1,48641,VALETT,07-08-2025,135.82,2,-39.23,96.59
31278,I30057403,5949850,443904,IND1,48641,LAVERA,11-06-2025,135.82,2,-20.72,115.1
31279,I30043337,5122255,331427,IND1,52926,FUJAIR,20-10-2023,135.83,5,-60.89,74.94
31280,I30059628,5882690,432631,IND3,43634,DUBAIY,16-09-2025,135.84,50,-83.15,52.69
31281,I30046816,5122255,421948,IND1,48845,SINGAP,13-03-2024,135.84,25,-61.16,74.68
31282,S520022906,5996715,358950,SLK1,51918,SINGAP,22-06-2020,135.85,25,-13.81,122.04
31283,I30032775,5949850,378290,IND1,43634,SINGAP,29-04-2022,135.85,50,-77.6,58.25
31284,I30060245,5949850,414594,IND1,48845,ULSANN,21-10-2025,135.87,25,-61.66,74.21
31285,I30048585,5973370,497015,IND1,48641,SINGAP,31-05-2024,135.89,2,-7.36,128.53
31286,I30052433,5776517,412933,IND1,37011,BALBOA,07-11-2024,135.91,1,-68.08,67.83
31287,I30045610,5776517,412933,IND1,37011,JNPTPT,16-01-2024,135.91,1,-43.96,91.95
31288,I30047981,5869490,440311,IND2,37011,BALBOA,24-04-2024,135.91,1,-68.08,67.83
31289,I30047284,5869490,312797,IND2,37011,BALBOA,18-03-2024,135.91,1,-68.05,67.86
31290,I30051915,5809176,345490,IND3,37011,CAPETN,15-10-2024,135.91,1,-81.28,54.63
31291,I30052305,5776517,419396,IND1,37011,BALBOA,14-10-2024,135.91,1,-68.08,67.83
31292,I30051788,5766763,450539,IND2,37011,BALBOA,30-10-2024,135.91,1,-68.08,67.83
31293,I30049868,5794100,484495,IND2,37011,MINASQ,03-07-2024,135.91,1,-50.37,85.54
31294,I30049843,5776517,376363,IND1,37011,DURBAN,30-06-2024,135.91,1,-95.55,40.36
31295,I30051537,5794100,484495,IND2,37011,MINASQ,11-09-2024,135.91,1,-50.37,85.54
31296,I30046571,5869490,304270,IND2,37011,DEKHIL,06-03-2024,135.91,1,-52.06,83.85
31297,I30047273,5869490,364782,IND2,37011,BALBOA,20-03-2024,135.91,1,-68.05,67.86
31298,I30032051,5973370,354739,IND1,26542,NAPIER,09-03-2022,135.92,1,-11.37,124.55
31299,I30038258,5869490,371334,IND2,85160,SINGAP,05-04-2023,135.92,1,-41.62,94.3
31300,I30038258,5869490,371334,IND2,85160,SINGAP,20-04-2023,135.92,1,0,135.92
31301,I30032368,5973370,491071,IND1,26542,DONGHA,22-03-2022,135.93,1,-9,126.93
31302,I30053223,5949850,307478,IND1,49731,ROTTRD,26-11-2024,135.94,25,-73.36,62.58
31303,I30053841,5949850,307478,IND1,49731,ANTWRP,31-12-2024,135.94,25,-73.06,62.88
31304,I30049285,5949850,303136,IND1,49731,FUJAIR,24-06-2024,135.94,25,-76.92,59.02
31305,I30053336,5949850,411709,IND1,49731,FUJAIR,03-12-2024,135.94,25,-75.72,60.22
31306,I30031400,5949850,495461,IND1,78045,SINGAP,09-02-2022,135.94,75,-61.25,74.69
31307,I30048206,5949850,381368,IND1,49731,SINGAP,19-07-2024,135.94,25,0,135.94
31308,I30048082,5949850,349133,IND1,49731,ANTWRP,22-04-2024,135.94,25,-73.73,62.21
31309,I30052897,5949850,319928,IND1,49731,GIBRAL,12-11-2024,135.94,25,-110,25.94
31310,I30047407,5872600,404604,IND2,48641,HOUSTN,22-03-2024,135.94,2,-14.45,121.49
31311,I30050328,5949850,334341,IND1,49731,ROTTRD,25-07-2024,135.94,25,-72.9,63.04
31312,I30048455,5949850,407388,IND1,49731,KHORFK,02-05-2024,135.94,25,-70.24,65.7
31313,I30049639,5949850,414743,IND1,49731,ANTWRP,26-06-2024,135.94,25,-75.65,60.29
31314,I30052244,5172968,445739,IND2,48641,KHORFK,11-10-2024,135.94,2,-9.26,126.68
31315,I30053937,5949850,334599,IND1,49731,FUJAIR,06-01-2025,135.94,25,-75.42,60.52
31316,I30049071,5949850,395575,IND1,49731,SINGAP,31-05-2024,135.94,25,-65.94,70
31317,I30050643,5949850,369975,IND1,49731,ANTWRP,02-08-2024,135.94,25,-73.86,62.08
31318,I30048206,5949850,381368,IND1,49731,SINGAP,21-05-2024,135.94,25,-71.42,64.52
31319,I30051944,5949850,392882,IND1,49731,JEBELA,30-09-2024,135.94,25,-75.21,60.73
31320,I30046631,5172968,471740,IND2,48641,FUJAIR,26-02-2024,135.94,2,-9.26,126.68
31321,I30052365,5949850,477600,IND1,49731,VLISSI,18-10-2024,135.94,25,-73.84,62.1
31322,I30051884,5949850,391974,IND1,49731,ALGECI,26-09-2024,135.94,25,-78.59,57.35
31323,I30052401,5949850,459153,IND1,49731,HAMBUR,23-10-2024,135.94,25,-79.04,56.9
31324,I30052052,5949850,495286,IND1,49731,SINGAP,11-10-2024,135.94,25,-80.94,55
31325,I30031208,5949850,332226,IND1,29872,SINGAP,19-01-2022,135.96,2,-14.26,121.7
